Sentence	initial_word	start_index	end_index	our_correction	gold_correction	ours_is_correct
Mi piace fare un giro in tua città , per conoscere melio questa città .	melio	51	56	meglio	meglio	y
Penso e piu tranquillo di quella a Città Y .	e	6	7	È	è	n
Penso e piu tranquillo di quella a Città Y .	piu	8	11	più	più	y
La tua sorella m' ha detto ché hai avuto problemi da trovare un alloggio .	ché	27	30	che	che	y
Allora dové la tua casa e come si arriva ?	dové	7	11	dove	dov'è	n
Potremmo mangiare il tartuffo dal tuo ristorante prefferito .	tartuffo	21	29	tartufo	tartufo	y
Potremmo mangiare il tartuffo dal tuo ristorante prefferito .	prefferito	49	59	preferito	preferito	y
E la sera faremmo qualche passi in citta. Se hai tempo e un spazio per noi per due notte , telefona mi sta sera !	citta.	35	41	città	città.	n
e la tua famiglia , come sta ?	e	0	1	E	E	y
Caro amico , Grazie mille per la invita a passare qualche giorni di vacanza dalla tua famiglia .	Grazie	13	19	Grazie	grazie	n
Il mio lavoro è un po' stressante , ma penso chè oggi questo sia normale .	chè	45	48	che	che	y
Città X Gennaio  Caro Marco !	Gennaio 	8	16	Gennaro	gennaio	n
La città è bellissima , con le cathedrale e il grande Giuseppe Meazza stadio !	cathedrale	31	41	cattedrali	cattedrale	n
hai tempo per noi ?	hai	0	3	Ha	Hai	n
Scrivi un messagio a me mio nummero 0345-11111111 .	messagio	10	18	messaggio	messaggio	y
Scrivi un messagio a me mio nummero 0345-11111111 .	nummero	28	35	numero	numero	y
Ciao Caro .	Caro	5	9	Carlo	caro	n
Qualce volta mangiamo asieme al ristorante .	Qualce	0	6	Qualche	Qualche	y
Qualce volta mangiamo asieme al ristorante .	asieme	22	28	insieme	assieme	n
Città X , 5 maggio 2011 Cari amici , Due settimane fa sono arrivata a Città X per fare un corso di italiano .	Due	37	40	Due	due	n
Nel corso ci sono dieci altri studenti che vieni de tutta l' Europa per imparare l' Italiano .	Italiano	84	92	italiano	italiano	y
Quando non c' è lezione , andiamo alla spiaggia , perché la mia camara è solo a cinque minuti à piedi del mare Ci vediamo .	camara	64	70	camera	camera	y
Quando non c' è lezione , andiamo alla spiaggia , perché la mia camara è solo a cinque minuti à piedi del mare Ci vediamo .	à	94	95	a	a	y
Nel corso sono come quelche francese e quando non c' è lezione , vado visitare la cìtta , i musei , plazza i ristorante .	cìtta	82	87	città	città	y
La città é bella .	é	9	10	è	è	y
tutti va bene .	tutti	0	5	Tutto	Tutti	n
ciao Saluti Amici Maria	ciao	0	4	Ciao	Ciao	y
ciao Saluti Amici Maria	Amici	12	17	amici	Saluti	n
Città X , 9 Settembre Cari Calogero e Monica Vi scrivo da Città X dove seguo il corso di italiano che vi ho detto Prima di partire in Italia .	Settembre	12	21	settembre	settembre	y
Città X , 9 Settembre Cari Calogero e Monica Vi scrivo da Città X dove seguo il corso di italiano che vi ho detto Prima di partire in Italia .	Prima	114	119	prima	prima	y
Dopo le vacanze a Roma sono andata Subito a Città X .	Subito	35	41	subito	subito	y
Sono qui da sette giorni e imparo tre volte alla settimana La lingua Italiana con un' insegnante molto simpatico ma che non Parla per niente il francese .	La	59	61	la	la	y
Sono qui da sette giorni e imparo tre volte alla settimana La lingua Italiana con un' insegnante molto simpatico ma che non Parla per niente il francese .	Italiana	69	77	italiana	italiana	y
Sono qui da sette giorni e imparo tre volte alla settimana La lingua Italiana con un' insegnante molto simpatico ma che non Parla per niente il francese .	Parla	124	129	parla	parla	y
Siamo venticinque giovani nel corso , ci sono degli francesi , degli inglesi , anché dei Tedeschi .	anché	79	84	anche	anche	y
Siamo venticinque giovani nel corso , ci sono degli francesi , degli inglesi , anché dei Tedeschi .	Tedeschi	89	97	tedeschi	tedeschi	y
Quando non c' è la lezione , andiamo tutti a passeggiare nel centro della città , Mangiamo i megliori gelati del mondo .	Mangiamo	82	90	mangiano	mangiamo	n
Quando non c' è la lezione , andiamo tutti a passeggiare nel centro della città , Mangiamo i megliori gelati del mondo .	megliori	93	101	migliori	migliori	y
Torno a casa tra due settimane , Spero di vedervi .	Spero	33	38	spero	spero	y
Tanti Baci Maria	Baci	6	10	baci	baci	y
Espero che bene .	Espero	0	6	Spero	Spero	y
Io sono in sicile per seguito un corso di italiani .	sicile	11	17	simile	Sicilia	n
el mio insegnante si ciamo daniella e molto simpatica .	el	0	2	Il	El	n
el mio insegnante si ciamo daniella e molto simpatica .	ciamo	21	26	siamo	chiamo	n
el mio insegnante si ciamo daniella e molto simpatica .	daniella	27	35	cannella	Daniela	n
el mio insegnante si ciamo daniella e molto simpatica .	e	36	37	è	è	y
quando non c' é la lezioni io vado all' ristorante per mangiare la pasta .	quando	0	6	Quando	Quando	y
quando non c' é la lezioni io vado all' ristorante per mangiare la pasta .	é	14	15	è	è	y
quando non c' é la lezioni io vado all' ristorante per mangiare la pasta .	all'	35	39	all'	al	n
quando non c' é la lezioni io vado all' ristorante per mangiare la pasta .	ristorante	40	50	ristorante	al	n
quando non c' é la lezioni io vado all' ristorante per mangiare la pasta .	per	51	54	per	al	n
mi piace molto la pasta italiani .	mi	0	2	Mi	Mi	y
Io penso riturnare in Città X da una settimana .	riturnare	9	18	ritornare	ritornare	y
ciao mille baci Maria	ciao	0	4	Ciao	Ciao	y
Cari Paolo e Marco , Città X , le 12 Gennaio Sono a Città X per seguire un corso d' italiano al fino 16 Marzo .	Marzo	104	109	marzo	marzo	y
I miei insegnanti Daniela e Nicoletta , sono molto gentille .	gentille	51	59	gentili	gentile	n
I miei orari sono buoni perché commincio alle otto e mezzo a Mezzogiorno .	commincio	31	40	comincia	comincio	n
I miei orari sono buoni perché commincio alle otto e mezzo a Mezzogiorno .	Mezzogiorno	61	72	mezzogiorno	mezzogiorno	y
Faccio una pausa fino la due meno un quarto -symbol- e dopo finisco alle quatro un quarto .	quatro	73	79	quattro	quattro	y
Tutte le sere usciamo in il contro della cittá per la visitare .	cittá	41	46	città	città	y
Città X é una cittá molto grande e magnifica .	é	8	9	è	è	y
Città X é una cittá molto grande e magnifica .	cittá	14	19	città	città	y
C' é sempre qualcosa a fare .	é	3	4	è	è	y
sono in italia a canto di Roma per due mese des corso di italiano per cominacata i clienti di l' albergo in francia .	sono	0	4	Solo	Sono	n
sono in italia a canto di Roma per due mese des corso di italiano per cominacata i clienti di l' albergo in francia .	a	15	16	e	accanto	n
sono in italia a canto di Roma per due mese des corso di italiano per cominacata i clienti di l' albergo in francia .	canto	17	22	conto	accanto	n
sono in italia a canto di Roma per due mese des corso di italiano per cominacata i clienti di l' albergo in francia .	francia	108	115	Francia	Francia	y
la nostra insegnate e gentile e professionale .	la	0	2	La	La	y
la nostra insegnate e gentile e professionale .	e	20	21	è	è	y
nel tempo libero vado fai una passediato a Roma per visitare la cita e magnifica ritorno alle 15-03-2010 tuto bene per te bacio a presto Maria	nel	0	3	Nel	Nel	y
nel tempo libero vado fai una passediato a Roma per visitare la cita e magnifica ritorno alle 15-03-2010 tuto bene per te bacio a presto Maria	cita	64	68	vita	città	n
nel tempo libero vado fai una passediato a Roma per visitare la cita e magnifica ritorno alle 15-03-2010 tuto bene per te bacio a presto Maria	e	69	70	de	è	n
nel tempo libero vado fai una passediato a Roma per visitare la cita e magnifica ritorno alle 15-03-2010 tuto bene per te bacio a presto Maria	tuto	105	109	Tutto	Tutto	y
Il corso è interessante imparamio tutto la lingua (gramatica , vocabulari , verbi ... ) .	(gramatica	50	60	aramaica	(grammatica	n
Il corso è interessante imparamio tutto la lingua (gramatica , vocabulari , verbi ... ) .	vocabulari	63	73	vocabolario	vocabolari	n
La Profesoressa è molto gentile , cominciamo alle 3h fino alle 15h .	Profesoressa	3	15	professoressa	professoressa	y
Dunque , tengo tempo libero per visitare la cittá , i monumenti , le chiese dove si puó vedere bellissime cose di Leonardo di Vinci a Botticelli .	cittá	44	49	città	città	y
Dunque , tengo tempo libero per visitare la cittá , i monumenti , le chiese dove si puó vedere bellissime cose di Leonardo di Vinci a Botticelli .	puó	84	87	può	può	y
Ci vediamo , per ci racontare cosa ho fatto .	racontare	20	29	raccontare	raccontare	y
Un baccio , a presto Maria	baccio	3	9	bacio	bacio	y
é credimo non é facile , di imparar italiano .	é	0	1	E	E	y
é credimo non é facile , di imparar italiano .	é	14	15	è	è	y
quando non c' e lezione , faccio un giro nel centro di Città X.ci sono tante belle cose da vedere .	quando	0	6	Quando	Quando	y
quando non c' e lezione , faccio un giro nel centro di Città X.ci sono tante belle cose da vedere .	e	14	15	è	è	y
quando non c' e lezione , faccio un giro nel centro di Città X.ci sono tante belle cose da vedere .	X.ci	61	65	ci	X. Ci	n
Vi abracio Maria	abracio	3	10	abbraccio	abbraccio	y
Caro Pietro e Anna Sabato 13 Sept Io partito al scuola di città X per apprendo la lingue d' italianno .	italianno	92	101	italiano	italiano	y
La lingue é molto difficile , L' insegnante é seriosa , ponctuale .	é	10	11	è	è	y
La lingue é molto difficile , L' insegnante é seriosa , ponctuale .	é	44	45	e	è	n
é tempo libro fatto una revisioné .	é	0	1	A	E	n
é tempo libro fatto una revisioné .	revisioné	24	33	revisione	revisione	y
Care Julia e Caroline 12 Jennaio io sono in Città X per apprendere l' Italiano .	Jennaio	25	32	gennaio	Gennaio	n
Care Julia e Caroline 12 Jennaio io sono in Città X per apprendere l' Italiano .	Italiano	70	78	italiano	italiano	y
Da citta é grande e bella mi piacerebbe abitare qui .	citta	3	8	città	città	y
Da citta é grande e bella mi piacerebbe abitare qui .	é	9	10	è	è	y
L' insegnante é gentile Il tempo libero vado visitare un muséo , dove al cinema .	é	14	15	è	è	y
L' insegnante é gentile Il tempo libero vado visitare un muséo , dove al cinema .	muséo	57	62	museo	museo	y
Martedi dodici gennaio 2010 Care Fabiena , Sophia .	Martedi	0	7	Martedì	Martedì	y
un' amica de mio lavoro é partita con me , per vedere sua famiglia .	un'	0	3	Un	Un	y
un' amica de mio lavoro é partita con me , per vedere sua famiglia .	amica	4	9	amici	Un	n
un' amica de mio lavoro é partita con me , per vedere sua famiglia .	é	24	25	a	è	n
Mangio molto bene , ma preferisco la pizza al quatro formaggi e il tiramisu .	quatro	46	52	quattro	quattro	y
La gente e molto gentile .	e	9	10	è	è	y
Durante il mio tempo libere vado a visitare la città , e faccio i negozzi con mia amicca .	negozzi	66	73	negozi	negozi	y
Durante il mio tempo libere vado a visitare la città , e faccio i negozzi con mia amicca .	amicca	82	88	amica	amica	y
Cari luisa , Carlo .	luisa	5	10	Luisa	Luisa	y
Mia insegnante se chiama Maria , e molto gentile .	e	33	34	è	è	y
Nel corso siamo 11 personne molto diverse .	personne	19	27	persone	persone	y
Io Rimago ancora due settimane .	Rimago	3	9	rimango	rima(n)go	n
Cari Mario e Francesco , 12/10/2010 Sono a Città X da una settimana , per studiare l' Italiano .	Italiano	86	94	italiano	italiano	y
Imparo l' Italiano per il mio lavoro .	Italiano	10	18	italiano	italiano	y
Siamo undieci nel corso , abbiamo due insegnanti , che si chiamano Daniela e Nicoletta .	undieci	6	13	dieci	undici	n
hanno molto pasienza .	hanno	0	5	Hanno	Hanno	y
hanno molto pasienza .	pasienza	12	20	pazienza	pazienza	y
Spero que tutto va bene da voi .	que	6	9	qui	che	n
Ci vediamo quando ritorno a casa mià A Presto Michele	mià	33	36	mia	mia	y
Ci vediamo quando ritorno a casa mià A Presto Michele	Presto	39	45	presto	presto	y
Apprendo molte cose , in classa ci chiamiamo di tutto , é un corso molto interessante .	é	56	57	è	è	y
Quando non c' è lezione , esco con i miei amici , mangiamo fuori , andiamo al cinema , a dei concerti depende .	depende	102	109	decente	dipende	n
Portroppo devo ritornare a casa mia per lavorare .	Portroppo	0	9	Purtroppo	Purtroppo	y
Abbracci affetuosi .	affetuosi	9	18	affettuoso	affettuosi	n
Quando ho tempo libero visito la città , el Monumento X , il Monumento Y , la Monumento Z et faccio shopping .	el	41	43	il	il	y
Quando ho tempo libero visito la città , el Monumento X , il Monumento Y , la Monumento Z et faccio shopping .	et	90	92	e	e	y
La mia insegnante è Mme filipini , e siamo dieci in la clase .	filipini	24	32	filippini	Filipini	n
La mia insegnante è Mme filipini , e siamo dieci in la clase .	clase	55	60	classe	classe	y
Quando non c' è lezione vado alla piazza Monumento X con i studenti per berre caffè .	berre	72	77	bere	bere	y
il Lunedi , 5 dicembre 2010 Caro amici , Ho sieto in Città X , Apprendo corso di italiano .	Lunedi	3	9	lunedì	lunedì	y
l' insegnante ho molto gentil e sympatico ho visito la cittadel Città X , dopo bere al bar Presto : Michele	l'	0	2	L'	L	n
l' insegnante ho molto gentil e sympatico ho visito la cittadel Città X , dopo bere al bar Presto : Michele	sympatico	32	41	simpatico	simpatico	y
l' insegnante ho molto gentil e sympatico ho visito la cittadel Città X , dopo bere al bar Presto : Michele	cittadel	55	63	cittadino	città	n
La mia insegnante è una segnora molta simpatica qui si chiama Maria .	segnora	24	31	signora	signora	y
La giornata studiamo l' italiano et la sera facciamo passagere nel centro e dopo andiamo al restorante .	et	33	35	e	e	y
La giornata studiamo l' italiano et la sera facciamo passagere nel centro e dopo andiamo al restorante .	restorante	92	102	ristorante	ristorante	y
Città X , 12 gennaio 2010 Cara clara , Caro tino , sono in Italia e sto facendo un corso di Italiano .	clara	31	36	Clara	Clara	y
Città X , 12 gennaio 2010 Cara clara , Caro tino , sono in Italia e sto facendo un corso di Italiano .	tino	44	48	tipo	Tino	n
Città X , 12 gennaio 2010 Cara clara , Caro tino , sono in Italia e sto facendo un corso di Italiano .	Italiano	92	100	italiano	italiano	y
Ritorno la settimana corsa in Francia , Bacio , cio Amici La Tua Amica , Maria	Amici	52	57	Amici	amici	n
Ritorno la settimana corsa in Francia , Bacio , cio Amici La Tua Amica , Maria	Tua	61	64	tua	tua	y
Ritorno la settimana corsa in Francia , Bacio , cio Amici La Tua Amica , Maria	Amica	65	70	Amico	amica	n
Martedí , 12 gennaio , 2010 Caro Marco , caro Carlo , Sono in Italia , con Michele , a Città X .	Martedí	0	7	Martedì	Martedì	y
La sera andiamo tutti i due al ristorante , fare un giro in Centro , visitiamo la città .	Centro	60	66	centro	centro	y
Città X , il 12 gennaio 2010 , Cari Amici , Sono a Città X in Italia .	Amici	36	41	amici	amici	y
Sono arrivata per Seguire un corso di Italiano .	Seguire	18	25	seguire	seguire	y
Sono arrivata per Seguire un corso di Italiano .	Italiano	38	46	italiano	italiano	y
I Miei insegnante se chiamanno Valeria e Nathalia , sono Molto gentile .	Miei	2	6	miei	miei	y
I Miei insegnante se chiamanno Valeria e Nathalia , sono Molto gentile .	Molto	57	62	molto	molto	y
Sono con un group di Francese Molto simpatico .	Francese	21	29	francese	francese	y
Sono con un group di Francese Molto simpatico .	Molto	30	35	molto	molto	y
La Sera mangiamo al Tipico Ristorante .	Sera	3	7	sera	sera	y
La Sera mangiamo al Tipico Ristorante .	Tipico	20	26	tipico	tipico	y
La Sera mangiamo al Tipico Ristorante .	Ristorante	27	37	ristorante	ristorante	y
Imparare la lingua italiana è piu fastidioso che pensavo e no ho molto tempo libere .	piu	30	33	più	più	y
È molto interessante perche la mia insegnante è da Città X e conosce bene la città .	perche	21	27	perché	perché	y
Cuando abbiamo tempo o alla sera , visitiamo la città , e mangiamo in ristorante tipici .	Cuando	0	6	Quando	Quando	y
Città X , Martedi 12 gennaio 2010 Cari Amici , Stiamo facendo un corso d' Italiano a la scuola di Firenze : la nostra insegnante è molta agradable .	Amici	39	44	amici	amici	y
Città X , Martedi 12 gennaio 2010 Cari Amici , Stiamo facendo un corso d' Italiano a la scuola di Firenze : la nostra insegnante è molta agradable .	Italiano	74	82	italiano	italiano	y
Città X , Martedi 12 gennaio 2010 Cari Amici , Stiamo facendo un corso d' Italiano a la scuola di Firenze : la nostra insegnante è molta agradable .	a	83	84	e	alla	n
Città X , Martedi 12 gennaio 2010 Cari Amici , Stiamo facendo un corso d' Italiano a la scuola di Firenze : la nostra insegnante è molta agradable .	la	85	87	la	alla	n
Come lo savete stiamo partiti in Italia per imparare meglio la lingua perque queste estate vogliamo a pasare qualque giorno a Città X .	perque	70	76	perse	perché	n
Come lo savete stiamo partiti in Italia per imparare meglio la lingua perque queste estate vogliamo a pasare qualque giorno a Città X .	pasare	102	108	pagare	passare	n
Come lo savete stiamo partiti in Italia per imparare meglio la lingua perque queste estate vogliamo a pasare qualque giorno a Città X .	qualque	109	116	qualche	qualche	y
Clara , la nostra insegnante , è contenta perqué le studiente lavorano bene .	perqué	42	48	perché	perché	y
La sera visitamo un po' la citta. Vi lo dirò .	citta.	27	33	città	città.	n
Per mia moglie e tanto da fare con i 6 bambini .	e	15	16	è	è	y
Per me ci sono tante cose nuove : in Maggio ho commincato alle FFJ .	Maggio	37	43	maggio	maggio	y
Per me ci sono tante cose nuove : in Maggio ho commincato alle FFJ .	commincato	47	57	cominciato	cominciato	y
Dal Maggio fino da oggi ho lavorato a Città Y , ma dal 1 Aprile vado a Città Z .	Maggio	4	10	maggio	maggio	y
Dal Maggio fino da oggi ho lavorato a Città Y , ma dal 1 Aprile vado a Città Z .	Aprile	57	63	aprile	aprile	y
Adesso ho fatto il testo per l' Italiano , perche voglio anche andare nel Ticino .	Italiano	32	40	italiano	italiano	y
