Sentence	initial_word	start_index	end_index	our_correction	gold_correction	ours_is_correct
Ich wohne jetzt in Stadt X aber nächten Monat möchte ich nach Stadt Z. Können wir Besichtgungstermin verneinbaren ?	verneinbaren	101	113	vereinbaren	vereinbaren	y
Mit Freundlichen Grüß UNTERSCHRIFT	Freundlichen	4	16	Freundlichen	freundlichen	n
märz 2012 Ihre Anziege in der Frankfurt Rundschau vom 8 .	märz	0	4	März	März	y
märz 2012 Ihre Anziege in der Frankfurt Rundschau vom 8 .	Anziege	15	22	Anzeige	Anzeige	y
märz Stadt Z. Sehr geehrte Damen und Herrn , ich habe Ihre Anziege in der Frankfurt Rundschau vom .	märz	0	4	März	März	y
märz Stadt Z. Sehr geehrte Damen und Herrn , ich habe Ihre Anziege in der Frankfurt Rundschau vom .	Anziege	59	66	Anzeige	Anzeige	y
8 märz gelesen .	märz	2	6	März	März	y
und interesiere mich für die wohnung .	interesiere	4	15	interessiere	interessiere	y
und interesiere mich für die wohnung .	wohnung	29	36	Wohnung	Wohnung	y
Ich habe ein par Fragen zu Ihnen .	par	13	16	paar	paar	y
wie hoch ist die miete ?	miete	17	22	Miete	Miete	y
Gibt es die wohnung eine große Garage ?	wohnung	12	19	Wohnung	Wohnung	y
wie große Ist die Balkon ?	wie	0	3	Die	Wie	n
wie große Ist die Balkon ?	Ist	10	13	ist	ist	y
Ich hoffe auf Ihre baldige antwort .	antwort	27	34	Antwort	Antwort	y
Mit Freundlichen Grüßen , Eva Meier	Freundlichen	4	16	freundlichen	freundlichen	y
März 12 Ich suche eine passende wohnung Sehr gerrhte Herren und Damen .	wohnung	32	39	Wohnung	Wohnung	y
März 12 Ich suche eine passende wohnung Sehr gerrhte Herren und Damen .	gerrhte	45	52	geehrte	geehrte	y
Ich suche eine passende , wohnung für mich , ich wohne in Stadt X seit ca. 5 Jahren .	wohnung	26	33	Wohnung	Wohnung	y
Aber meine wohnung ist Klein und hatt auch keine Balkon .	wohnung	11	18	Wohnung	Wohnung	y
Aber meine wohnung ist Klein und hatt auch keine Balkon .	Klein	23	28	klein	klein	y
Aber meine wohnung ist Klein und hatt auch keine Balkon .	hatt	33	37	hat	hat	y
das wegen schriebe ich ob Ihr mich eine passend wohnung bersorgen kann ?	das	0	3	Das	Deswegen	n
das wegen schriebe ich ob Ihr mich eine passend wohnung bersorgen kann ?	wegen	4	9	gegen	Deswegen	n
das wegen schriebe ich ob Ihr mich eine passend wohnung bersorgen kann ?	Ihr	26	29	ihr	ihr	y
das wegen schriebe ich ob Ihr mich eine passend wohnung bersorgen kann ?	wohnung	48	55	Wohnung	Wohnung	y
Also eine Wohnung mit 4 zimmer , mit eine richtige schöner Balkon und noch mit eine Garage , weil ich eine neues Auto kaufen möchte .	zimmer	24	30	Zimmer	Zimmer	y
Sehr geehrte Dammen und Herren .	Dammen	13	19	Damen	Damen	y
Wohnung Anziege .	Wohnung	0	7	Wohnen	Wohnungsanzeige	n
Wohnung Anziege .	Anziege	8	15	Anzeige	Wohnungsanzeige	n
Ich suche ein neue 2Zimmer Wonung .	2Zimmer	19	26	Zimmer	Zweizimmerwohnung	n
Ich suche ein neue 2Zimmer Wonung .	Wonung	27	33	Wohnung	Zweizimmerwohnung	n
Ich lebe jetzt in Stadt X aber möchte ich nachste Monat im Stadt Y zeihen .	nachste	42	49	nächsten	nächste	n
Ich lebe jetzt in Stadt X aber möchte ich nachste Monat im Stadt Y zeihen .	zeihen	67	73	ziehen	ziehen	y
I suche ein Wohnung mit ein Balkon und Garage weil ich habe Kinder und liebe Spatz .	I	0	1	I	Ich	n
Ich mochte ein Bisichtigungstermin vereiban mit euch .	Bisichtigungstermin	15	34	Besichtigungen	Besichtigungstermin	n
Ich mochte ein Bisichtigungstermin vereiban mit euch .	vereiban	35	43	vereinbar	vereinbaren	n
Wohnungsamt Müllergasse 2 54321 Stadt Y Stadt X den 10 März 2012 Wohnungsuchen Sehr geehte Damen und Herren , ich heiße Stefan Müller und ich bin Ingenieur von Beruf .	geehte	84	90	geehrte	geehrte	y
Neue wohnung Seehr geehrte Damen und Herren , Ich möchte eine neue wohnung in Stadt Y .	wohnung	5	12	Wohnung	Wohnung	y
Neue wohnung Seehr geehrte Damen und Herren , Ich möchte eine neue wohnung in Stadt Y .	Seehr	13	18	Sehr	Sehr	y
Neue wohnung Seehr geehrte Damen und Herren , Ich möchte eine neue wohnung in Stadt Y .	Ich	46	49	Ich	ich	n
Neue wohnung Seehr geehrte Damen und Herren , Ich möchte eine neue wohnung in Stadt Y .	wohnung	67	74	Wohnung	Wohnung	y
Deshalb möchte ich eine Große Wohnung .	Große	24	29	große	große	y
Ich möchte gerne in der wohnung 6 Zimmer , EBK und Badzimmer .	wohnung	24	31	Wohnung	Wohnung	y
Ich möchte gerne einen Balkon in der wohnung .	wohnung	37	44	Wohnung	Wohnung	y
Jetzt wohnen wir in Stadt Z aber nästern Monat müssen wir nach Stadt Y ziehen Ich möchte auf eine baldige Antwort Mit freundlich Grüße Eva Maria	nästern	33	40	lästern	nächsten	n
Friedrich Müller Rathaus , 321 54322 Stadt X Stadt X 10.03.2012 Wohnungsamt : Neue Wohnung miete Sehr geehrte Damen und Herren , Ich bin Student von Beruf und Ich suche eine wohnung in der Bahnhofsstraße mieten .	miete	91	96	mieten	mieten	y
Friedrich Müller Rathaus , 321 54322 Stadt X Stadt X 10.03.2012 Wohnungsamt : Neue Wohnung miete Sehr geehrte Damen und Herren , Ich bin Student von Beruf und Ich suche eine wohnung in der Bahnhofsstraße mieten .	Ich	129	132	Ich	ich	n
Friedrich Müller Rathaus , 321 54322 Stadt X Stadt X 10.03.2012 Wohnungsamt : Neue Wohnung miete Sehr geehrte Damen und Herren , Ich bin Student von Beruf und Ich suche eine wohnung in der Bahnhofsstraße mieten .	Ich	159	162	ich	ich	y
Friedrich Müller Rathaus , 321 54322 Stadt X Stadt X 10.03.2012 Wohnungsamt : Neue Wohnung miete Sehr geehrte Damen und Herren , Ich bin Student von Beruf und Ich suche eine wohnung in der Bahnhofsstraße mieten .	wohnung	174	181	Wohnung	Wohnung	y
Ich bin Student , deshalb möchte ich eine Klein Wohnung in der Bahnhofsstraße .	Klein	42	47	klein	kleine	n
Ich möche ein wohnung mit ein Zimmer Ich möchte ein paar Fragen zu der Wohnung , Ist est möglich , die Wohnung mit ein Balkon ?	wohnung	14	21	Wohnung	Wohnung	y
Wie hoch ist die Wohnung miete ?	Wohnung	17	24	Wohnung	Wohnungsmiete	n
Wie hoch ist die Wohnung miete ?	miete	25	30	mieten	Wohnungsmiete	n
Bitte Sagen Sie , mir Kaution muss ich bezhalen ?	Sagen	6	11	Sagen	sagen	n
Bitte Sagen Sie , mir Kaution muss ich bezhalen ?	bezhalen	39	47	bezahlen	bezahlen	y
Ich hoffe auf Ihre baldige antwort Mit freundlichen Grüßen , Friedrich Müller	antwort	27	34	Antwort	Antwort	y
Sehr Geehrte Damen und Herren , Ich suche eine eigene wohnung .	Geehrte	5	12	geehrte	geehrte	y
Sehr Geehrte Damen und Herren , Ich suche eine eigene wohnung .	Ich	32	35	ich	ich	y
Sehr Geehrte Damen und Herren , Ich suche eine eigene wohnung .	wohnung	54	61	Wohnung	Wohnung	y
Die wohnung kann eine Bade Zimmer ein Schlaf Zimmer eine Küche .	wohnung	4	11	Wohnung	Wohnung	y
Die wohnung kann eine Bade Zimmer ein Schlaf Zimmer eine Küche .	Bade	22	26	Base	Badezimmer	n
Die wohnung kann eine Bade Zimmer ein Schlaf Zimmer eine Küche .	Zimmer	27	33	Zimmer	Badezimmer	n
Die wohnung kann eine Bade Zimmer ein Schlaf Zimmer eine Küche .	Schlaf	38	44	Schlaf	Schlafzimmer	n
Die wohnung kann eine Bade Zimmer ein Schlaf Zimmer eine Küche .	Zimmer	45	51	immer	Schlafzimmer	n
Ich bekomme eine arbeit mehr Geld verdienen .	arbeit	17	23	Arbeit	Arbeit	y
wir sind drei Personnen.Ich bin und meine Eletern .	Personnen.Ich	14	27	Personen	Personen. Ich	n
wir sind drei Personnen.Ich bin und meine Eletern .	Eletern	42	49	Eltern	Eltern	y
Bitte antworten sie schnell Ich warte auf Ihre Antwort Mit freundlichen Grüßen UNTERSCHRIFT	sie	16	19	Sie	Sie	y
123 Winkelsweg 321 Stadt X Stadt Y. 10.3.12 Ich brauche ihre hilfe .	hilfe	61	66	Hilfe	Hilfe	y
Seehgrte Damen und Herren .	Seehgrte	0	8	Geehrte	Sehr geehrte	n
Wir sind vier personen .	personen	14	22	Personen	Personen	y
ist es möglich eine Wohnung mit einem Bakon .	ist	0	3	Ist	Ist	y
weil wir manchmal rauss sitzen möchten .	weil	0	4	Weil	Weil	y
weil wir manchmal rauss sitzen möchten .	rauss	18	23	raus	raus	y
wir wollen ein information über die Miete wissen .	wir	0	3	Wir	Wir	y
wir wollen ein information über die Miete wissen .	information	15	26	Information	Information	y
wir können nur 1200 .	wir	0	3	Wir	Wir	y
mit Freundlichen grüßen .	mit	0	3	Mit	Mit	y
mit Freundlichen grüßen .	Freundlichen	4	16	freundlichen	freundlichen	y
mit Freundlichen grüßen .	grüßen	17	23	Grüßen	Grüßen	y
Wohnungsamt Zentralplatz 12 54321 Stadt X Stadt Y , 10.02.2012 Sehr geheerte Damen und Herren , Ich bin Lehrerin von Beruf , bin nicht vereihatet und ich habe kein Kind .	geheerte	68	76	geehrte	geehrte	y
Wohnungsamt Zentralplatz 12 54321 Stadt X Stadt Y , 10.02.2012 Sehr geheerte Damen und Herren , Ich bin Lehrerin von Beruf , bin nicht vereihatet und ich habe kein Kind .	Ich	96	99	Ich	ich	n
Wohnungsamt Zentralplatz 12 54321 Stadt X Stadt Y , 10.02.2012 Sehr geheerte Damen und Herren , Ich bin Lehrerin von Beruf , bin nicht vereihatet und ich habe kein Kind .	vereihatet	135	145	verheiratet	verheiratet	y
Ich möchte zwei Zimmer hell , groß Ein Balkon auf Ich habe ein paar fragen : Wie hoch sind die Nebenkosten und die Kaution .	Ein	35	38	in	ein	n
Ich möchte zwei Zimmer hell , groß Ein Balkon auf Ich habe ein paar fragen : Wie hoch sind die Nebenkosten und die Kaution .	fragen	68	74	Fragen	Fragen	y
Mit Freundichen Grüßen Frau Katharina Winkelmann	Freundichen	4	15	freundlichen	freundlichen	y
Ihre Anziege wohnung miete Stadt Y Stadt X den 10 märz 2010 Sehr geehrte Damen und Herren , Ich möchte eine wohnung miete .	Anziege	5	12	Anzeige	Anzeige	y
Ihre Anziege wohnung miete Stadt Y Stadt X den 10 märz 2010 Sehr geehrte Damen und Herren , Ich möchte eine wohnung miete .	wohnung	13	20	Wohnung	Wohnung	y
Ihre Anziege wohnung miete Stadt Y Stadt X den 10 märz 2010 Sehr geehrte Damen und Herren , Ich möchte eine wohnung miete .	märz	50	54	März	März	y
Ihre Anziege wohnung miete Stadt Y Stadt X den 10 märz 2010 Sehr geehrte Damen und Herren , Ich möchte eine wohnung miete .	wohnung	108	115	Wohnung	Wohnung	y
Ich bin Krankenschwster von Beruf .	Krankenschwster	8	23	Rankenmuster	Krankenschwester	n
Ich möchte dort mit meine familie einziehen .	familie	26	33	Familie	Familie	y
Wie hoch sind die umlage und Nebenkoste ?	umlage	18	24	Umlage	Umlage	y
Ab wann ist die wohnung frei Ich kann erst am 24 märz einziehen .	wohnung	16	23	Wohnung	Wohnung	y
Ab wann ist die wohnung frei Ich kann erst am 24 märz einziehen .	märz	49	53	März	März	y
Ich möchte besuchen die wohnung , wann haben sie Zeit ?	sie	45	48	die	Sie	n
Gibt es die wohnung ?	wohnung	12	19	Wohnung	Wohnung	y
wir hoffen auf eine baldige Antwort Mit Freundlichen Grüßen Sr .	wir	0	3	Wir	Wir	y
wir hoffen auf eine baldige Antwort Mit Freundlichen Grüßen Sr .	Freundlichen	40	52	freundlichen	freundlichen	y
März 2012 Sehr geehert Damen und Herren , Ich möchte eine neue wohnung in Stadt Y zentrum .	geehert	15	22	geehrte	geehrte	y
März 2012 Sehr geehert Damen und Herren , Ich möchte eine neue wohnung in Stadt Y zentrum .	Ich	42	45	Ich	ich	n
März 2012 Sehr geehert Damen und Herren , Ich möchte eine neue wohnung in Stadt Y zentrum .	wohnung	63	70	Wohnung	Wohnung	y
März 2012 Sehr geehert Damen und Herren , Ich möchte eine neue wohnung in Stadt Y zentrum .	zentrum	82	89	Zentrum	Zentrum	y
Meine Eltren und ich wohnen zur zeit zwei monate in Stadt X Ich bin krankenpfleger von Beruf .	Eltren	6	12	Eltern	Eltern	y
Meine Eltren und ich wohnen zur zeit zwei monate in Stadt X Ich bin krankenpfleger von Beruf .	monate	42	48	Monate	Monate	y
Meine Eltren und ich wohnen zur zeit zwei monate in Stadt X Ich bin krankenpfleger von Beruf .	krankenpfleger	68	82	Krankenliege	Krankenpfleger	n
Ich möchte drei zimmer wohnung Ich wollte Balkon und Garage .	drei	11	15	drei	Dreizimmerwohnung	n
Ich möchte drei zimmer wohnung Ich wollte Balkon und Garage .	zimmer	16	22	zimmer	Dreizimmerwohnung	n
Ich möchte drei zimmer wohnung Ich wollte Balkon und Garage .	wohnung	23	30	Wohnung	Dreizimmerwohnung	n
wie viele kostet die wohnung ?	wie	0	3	Wie	Wie	y
wie viele kostet die wohnung ?	wohnung	21	28	Wohnung	Wohnung	y
gibt es eine Banhof nächten in der wohnung ?	gibt	0	4	Gibt	Gibt	y
gibt es eine Banhof nächten in der wohnung ?	Banhof	13	19	Banjo	Bahnhof	n
gibt es eine Banhof nächten in der wohnung ?	wohnung	35	42	Wohnung	Wohnung	y
wie hoch sind die umlagen und Nebenkostet ?	wie	0	3	Wie	Wie	y
wie hoch sind die umlagen und Nebenkostet ?	umlagen	18	25	Umlagen	Umlagen	y
wie hoch sind die umlagen und Nebenkostet ?	Nebenkostet	30	41	gekostet	Nebenkosten	n
Für neue Wohnung zu mieten Sehr geehrte Damen und Herren , Ich interessiere mich für eine neue Wohnung , weil ich demnächst nach Stadt Z ausziehen muss .	Ich	59	62	Ich	ich	n
Friedrich Winkelmann den 10 April 2012 Zentralplatz 10 Stadt X Sehr geehrte Damen und Herrn Ich suche einen Wohnung in der Nähe Stadt Y. Ich würde gern einen Wohnung mit 3 Zimmer Küche und Bad Suchen .	Herrn	86	91	Herren	Herren	y
Friedrich Winkelmann den 10 April 2012 Zentralplatz 10 Stadt X Sehr geehrte Damen und Herrn Ich suche einen Wohnung in der Nähe Stadt Y. Ich würde gern einen Wohnung mit 3 Zimmer Küche und Bad Suchen .	Ich	92	95	Ich	ich	n
Friedrich Winkelmann den 10 April 2012 Zentralplatz 10 Stadt X Sehr geehrte Damen und Herrn Ich suche einen Wohnung in der Nähe Stadt Y. Ich würde gern einen Wohnung mit 3 Zimmer Küche und Bad Suchen .	Suchen	193	199	suchen	suchen	y
Ich möchte ein Wohnung mit ein Garage Suchen .	Suchen	38	44	suchen	suchen	y
Ich möchte eine Wohnung auf dem Land Suchen , Weil ich ruhig und Natur liebe .	Suchen	37	43	suchen	suchen	y
Ich möchte eine Wohnung auf dem Land Suchen , Weil ich ruhig und Natur liebe .	Weil	46	50	weil	weil	y
Ich möchte auch Wissen , Wie hoch ist die Miete für die Wohnung auf dem Land pro monat .	Wissen	16	22	wissen	wissen	y
Ich möchte auch Wissen , Wie hoch ist die Miete für die Wohnung auf dem Land pro monat .	Wie	25	28	wie	wie	y
Ich möchte auch Wissen , Wie hoch ist die Miete für die Wohnung auf dem Land pro monat .	monat	81	86	Monat	Monat	y
Maria Klausenhof Stadt X. Suchen für eine neue wochnung Sehr Geehrte Damen und Herren , Ich möchte eine neue wohnung umziehen .	wochnung	47	55	Wohnung	Wohnung	y
Maria Klausenhof Stadt X. Suchen für eine neue wochnung Sehr Geehrte Damen und Herren , Ich möchte eine neue wohnung umziehen .	Geehrte	61	68	geehrte	geehrte	y
Maria Klausenhof Stadt X. Suchen für eine neue wochnung Sehr Geehrte Damen und Herren , Ich möchte eine neue wohnung umziehen .	Ich	88	91	ich	ich	y
Maria Klausenhof Stadt X. Suchen für eine neue wochnung Sehr Geehrte Damen und Herren , Ich möchte eine neue wohnung umziehen .	wohnung	109	116	Wohnung	Wohnung	y
Ich möchte wissen wie hoch die miete ist ?	miete	31	36	Miete	Miete	y
Ich bin verheirated und habe 3 Kinder .	verheirated	8	19	verheiratet	verheiratet	y
Ich möchte 3 zimmer wohnung und Küche und eine kleine Balkon .	3	11	12	3	Dreizimmerwohnung	n
Ich möchte 3 zimmer wohnung und Küche und eine kleine Balkon .	zimmer	13	19	zimmer	Dreizimmerwohnung	n
Ich möchte 3 zimmer wohnung und Küche und eine kleine Balkon .	wohnung	20	27	Wohnung	Dreizimmerwohnung	n
Ich hoffe eine baldige Antwort Mit Freundlichen Grüßen , Sr .	Freundlichen	35	47	freundlichen	freundlichen	y
Eva Ich bin traurig , weil Ich gehe nach Berlin ohne meine Tier haben .	Ich	4	7	ich	ich	y
Eva Ich bin traurig , weil Ich gehe nach Berlin ohne meine Tier haben .	Ich	27	30	ich	ich	y
Ich komme nach zwei woche .	woche	20	25	Woche	Woche	y
Ich bringe meine Tier zu deine hause .	hause	31	36	pause	Haus	n
Vielen dank Meier	dank	7	11	Dank	Dank	y
Ich möchte deine hilfe fragen .	hilfe	17	22	Hilfe	Hilfe	y
Kannst du pro tag Essen und wasser geben .	tag	14	17	Tag	Tag	y
Kannst du pro tag Essen und wasser geben .	wasser	28	34	Wasser	Wasser	y
Ich fahre nach Köln zu meinem eltern Hause .	eltern	30	36	Eltern	Elternhaus	n
Ich fahre nach Köln zu meinem eltern Hause .	Hause	37	42	Haus	Elternhaus	n
12.3.2012 Liebe Katharina , Am 1 .	Am	28	30	am	am	y
April muss ich gehen nach Polen für eine woche .	woche	41	46	Woche	Woche	y
Du weiss daß habe ich eine Katze , nämlich Mietze .	daß	9	12	das	dass	n
Wenn ist das okey für dich , Können wir treffen und kann ich die Schlussel zu dir geben und vielleich können wir etwas trinken .	Können	29	35	können	können	y
Wenn ist das okey für dich , Können wir treffen und kann ich die Schlussel zu dir geben und vielleich können wir etwas trinken .	Schlussel	65	74	Schlüssel	Schlüssel	y
Wenn ist das okey für dich , Können wir treffen und kann ich die Schlussel zu dir geben und vielleich können wir etwas trinken .	vielleich	92	101	vielleicht	vielleicht	y
Stadt X , 12.3.2012 Lieber Michael Ich muss ein Wohne nach Stadt Y gehen Ich habe ein termin .	Wohne	48	53	ohne	Woche	n
Stadt X , 12.3.2012 Lieber Michael Ich muss ein Wohne nach Stadt Y gehen Ich habe ein termin .	termin	86	92	Termin	Termin	y
kannst du meine katze ( Mietze ) nehmen ?	kannst	0	6	Kannst	Kannst	y
kannst du meine katze ( Mietze ) nehmen ?	katze	16	21	Katze	Katze	y
Sie ist Süß und Du musst essen ihr geben Kannst du Mietze am 13.03 .	Süß	8	11	süß	süß	y
Alle brauchst du ein ball .	ball	21	25	bald	Ball	n
( Ja ein ball und Sie ist nicht ein hund ) Danke , bist bald Michael Friedrich Meier	ball	9	13	Ball	Ball	y
( Ja ein ball und Sie ist nicht ein hund ) Danke , bist bald Michael Friedrich Meier	Sie	18	21	sie	sie	y
( Ja ein ball und Sie ist nicht ein hund ) Danke , bist bald Michael Friedrich Meier	hund	36	40	Hund	Hund	y
( Ja ein ball und Sie ist nicht ein hund ) Danke , bist bald Michael Friedrich Meier	bist	51	55	bis	bis	y
Stadt X den .12 märz 2012 Liebe Maria , wie gehts dir ?	märz	16	20	März	März	y
Ich habe eine frage , bist du frei am kommen den montag ?	frage	14	19	Frage	Frage	y
Ich habe eine frage , bist du frei am kommen den montag ?	kommen	38	44	kommen	kommenden	n
Ich habe eine frage , bist du frei am kommen den montag ?	den	45	48	der	kommenden	n
Ich habe eine frage , bist du frei am kommen den montag ?	montag	49	55	Montag	Montag	y
Ich wünche ein besonderes urlaub in der Strand machen .	wünche	4	10	Wünsche	wünsche	n
Ich wünche ein besonderes urlaub in der Strand machen .	urlaub	26	32	Urlaub	Urlaub	y
Aber Ich habe ein lieber Hund .	Ich	5	8	ich	ich	y
Ich muss Ihen nicht mitnehmen .	Ihen	9	13	Ihnen	ihn	n
Darum möchte ich deine hilfe .	hilfe	23	28	Hilfe	Hilfe	y
märz um 17 Uhr nach Köln .	märz	0	4	März	März	y
Ich wurde ein Paar tage im Köln verbringen .	tage	19	23	Tage	Tage	y
und Ich bin zürck am montag .	Ich	4	7	ich	ich	y
und Ich bin zürck am montag .	zürck	12	17	zurück	zurück	y
und Ich bin zürck am montag .	montag	21	27	Montag	Montag	y
wie geht ´s dir ?	wie	0	3	Wie	Wie	y
Erinnst du mein schönes Hündchen Waldi ?	Erinnst	0	7	Rinnst	Erinnerst	n
Vielleicht hast du am Freitagnachmittag zeit um es zu abholen !	zeit	40	44	Zeit	Zeit	y
April für Stadt Y. Ich mitbrigem ein Hund und mein Koleg Kann ich bleibe in deine Hause 2 tag ?	mitbrigem	23	32	mitbringen	mitbringen	y
April für Stadt Y. Ich mitbrigem ein Hund und mein Koleg Kann ich bleibe in deine Hause 2 tag ?	Koleg	51	56	Kollege	Kollege	y
April für Stadt Y. Ich mitbrigem ein Hund und mein Koleg Kann ich bleibe in deine Hause 2 tag ?	tag	90	93	tage	Tag	n
Ich habe HausTiren , eine Kätze Sie ist wonnen in Haus .	HausTiren	9	18	hausieren	Haustiere	n
Ich habe HausTiren , eine Kätze Sie ist wonnen in Haus .	Kätze	26	31	Katze	Katze	y
Ich habe HausTiren , eine Kätze Sie ist wonnen in Haus .	wonnen	40	46	wohnen	wohnen	y
Morgen ich fahre in Urlaub und Kätze bleiben in das Haus Ich habe Freundin , ich ihr bitte brauche meine Kätze für zwei wochen , und dann ich abholen zürük .	Kätze	31	36	Katze	Katze	y
Morgen ich fahre in Urlaub und Kätze bleiben in das Haus Ich habe Freundin , ich ihr bitte brauche meine Kätze für zwei wochen , und dann ich abholen zürük .	Kätze	105	110	Katze	Katze	y
Morgen ich fahre in Urlaub und Kätze bleiben in das Haus Ich habe Freundin , ich ihr bitte brauche meine Kätze für zwei wochen , und dann ich abholen zürük .	wochen	120	126	Wochen	Wochen	y
Morgen ich fahre in Urlaub und Kätze bleiben in das Haus Ich habe Freundin , ich ihr bitte brauche meine Kätze für zwei wochen , und dann ich abholen zürük .	zürük	150	155	zurück	zurück	y
